manufacturer,productName,releaseYear,memSize,memBusWidth,gpuClock,memClock,bus,memType,G3Dmark,G2Dmark
AMD,Radeon R9 M385,2015,4.0,128,900,1200,PCIe 3.0 x16,GDDR5,2018,230
AMD,Radeon R9 M385X,2015,4.0,128,1000,1200,PCIe 3.0 x16,GDDR5,1929,285
AMD,Radeon R9 M390X,2015,4.0,256,723,1250,PCIe 3.0 x16,GDDR5,3021,507
AMD,Radeon R9 M395X,2015,8.0,256,723,1250,PCIe 3.0 x16,GDDR5,4775,762
NVIDIA,Tesla M40,2015,12.0,384,948,1502,PCIe 3.0 x16,GDDR5,10117,364
NVIDIA,Tesla M6,2015,8.0,256,930,1253,PCIe 3.0 x16,GDDR5,7509,441
NVIDIA,Tesla M60,2015,8.0,256,557,1253,PCIe 3.0 x16,GDDR5,7771,563
AMD,FirePro S9050,2014,12.0,384,900,1375,PCIe 3.0 x16,GDDR5,4901,369
AMD,FirePro W2100,2014,2.0,128,630,900,PCIe 3.0 x8,DDR3,890,327
AMD,FirePro W4100,2014,2.0,128,630,1000,PCIe 3.0 x16,GDDR5,1541,535
AMD,FirePro W5100,2014,4.0,128,930,1500,PCIe 3.0 x16,GDDR5,2957,541
AMD,FirePro W7100,2014,8.0,256,920,1250,PCIe 3.0 x16,GDDR5,5175,667
AMD,FirePro W8100,2014,8.0,512,824,1250,PCIe 3.0 x16,GDDR5,7327,759
AMD,FirePro W9100,2014,16.0,512,930,1250,PCIe 3.0 x16,GDDR5,7719,790
NVIDIA,GeForce 720A,2014,1.024,64,775,1000,PCIe 2.0 x16,DDR3,725,690
NVIDIA,GeForce 800A,2014,1.024,64,475,900,PCIe 2.0 x16,DDR3,428,224
NVIDIA,GeForce 800A,2014,1.024,64,475,900,PCIe 2.0 x16,DDR3,428,224
NVIDIA,GeForce 800M,2014,1.024,64,738,900,PCIe 2.0 x16,DDR3,468,388
NVIDIA,GeForce 810A,2014,2.0,64,719,900,PCIe 3.0 x8,DDR3,622,319
NVIDIA,GeForce 820A,2014,1.024,64,775,900,PCIe 2.0 x16,DDR3,568,162
NVIDIA,GeForce 825M,2014,1.024,64,850,900,PCIe 3.0 x8,DDR3,769,293
NVIDIA,GeForce 830A,2014,2.0,64,1082,900,PCIe 3.0 x8,DDR3,1005,736
NVIDIA,GeForce 830M,2014,2.0,64,1082,900,PCIe 3.0 x8,DDR3,976,136
NVIDIA,GeForce 840A,2014,2.0,64,1029,1001,PCIe 3.0 x8,DDR3,1180,266
NVIDIA,GeForce 840M,2014,2.0,64,1029,1001,PCIe 3.0 x8,DDR3,1067,147
NVIDIA,GeForce GT 720,2014,2.0,64,967,900,PCIe 2.0 x8,DDR3,606,196
NVIDIA,GeForce GT 720,2014,1.024,64,797,800,PCIe 2.0 x8,DDR3,606,196
NVIDIA,GeForce GT 720A,2014,1.024,64,775,1001,PCIe 2.0 x16,DDR3,601,221
NVIDIA,GeForce GT 730,2014,2.0,128,700,800,PCIe 2.0 x16,DDR3,812,238
NVIDIA,GeForce GT 730,2014,1.024,128,700,900,PCIe 2.0 x16,DDR3,812,238
NVIDIA,GeForce GT 730,2014,1.024,64,902,1253,PCIe 2.0 x8,GDDR5,812,238
NVIDIA,GeForce GT 730A,2014,2.0,64,719,1001,PCIe 3.0 x8,DDR3,743,714
NVIDIA,GeForce GT 730M,2014,2.0,64,719,900,PCIe 2.0 x8,DDR3,816,173
NVIDIA,GeForce GT 730M,2013,2.0,128,725,900,PCIe 3.0 x16,DDR3,816,173
NVIDIA,GeForce GT 740,2014,1.024,128,993,1253,PCIe 3.0 x16,GDDR5,1529,344
NVIDIA,GeForce GTX 750,2014,1.024,128,1020,1253,PCIe 3.0 x16,GDDR5,3399,480
NVIDIA,GeForce GTX 750 Ti,2014,2.0,128,1020,1350,PCIe 3.0 x16,GDDR5,3919,498
NVIDIA,GeForce GTX 760A,2014,2.0,128,628,1002,PCIe 3.0 x16,GDDR5,1060,476
NVIDIA,GeForce GTX 850A,2014,2.0,128,902,900,PCIe 3.0 x16,DDR3,1050,551
NVIDIA,GeForce GTX 850M,2014,2.0,128,902,1001,PCIe 3.0 x16,DDR3,2574,224
NVIDIA,GeForce GTX 860M,2014,4.0,128,1020,1253,MXM-B (3.0),GDDR5,3045,226
NVIDIA,GeForce GTX 860M,2014,2.0,128,797,1250,PCIe 3.0 x16,GDDR5,3045,226
NVIDIA,GeForce GTX 870M,2014,3.0,192,941,1250,MXM-B (3.0),GDDR5,3380,293
NVIDIA,GeForce GTX 880M,2014,8.0,256,954,1250,MXM-B (3.0),GDDR5,3876,347
NVIDIA,GeForce GTX 970,2014,4.0,256,1050,1753,PCIe 3.0 x16,GDDR5,9688,781
NVIDIA,GeForce GTX 970M,2014,6.0,192,924,1253,MXM-B (3.0),GDDR5,5761,406
NVIDIA,GeForce GTX 970M,2014,3.0,192,924,1253,MXM-B (3.0),GDDR5,5761,406
NVIDIA,GeForce GTX 980,2014,4.0,256,1127,1753,PCIe 3.0 x16,GDDR5,11237,815
NVIDIA,GeForce GTX 980M,2014,8.0,256,1038,1253,MXM-B (3.0),GDDR5,7317,514
NVIDIA,GeForce GTX 980M,2014,8.0,256,540,1253,MXM-B (3.0),GDDR5,7317,514
NVIDIA,GeForce GTX TITAN Z,2014,6.0,384,705,1750,PCIe 3.0 x16,GDDR5,9189,648
NVIDIA,GRID K120Q,2014,0.512,128,850,891,PCIe 3.0 x16,DDR3,293,278
NVIDIA,GRID K220Q,2014,0.512,256,745,1250,PCIe 3.0 x16,GDDR5,912,539
NVIDIA,Quadro K2200,2014,4.0,128,1046,1253,PCIe 2.0 x16,GDDR5,3541,534
NVIDIA,Quadro K2200M,2014,2.0,128,667,1253,MXM-A (3.0),GDDR5,3877,432
NVIDIA,Quadro K420,2014,1.024,128,876,891,PCIe 2.0 x16,DDR3,775,280
NVIDIA,Quadro K4200,2014,4.0,256,771,1350,PCIe 2.0 x16,GDDR5,4337,502
NVIDIA,Quadro K5200,2014,8.0,256,667,1502,PCIe 3.0 x16,GDDR5,5780,501
NVIDIA,Quadro K620,2014,2.0,128,1058,900,PCIe 2.0 x16,DDR3,2246,472
AMD,Radeon E8860,2014,2.0,128,575,1125,PCIe 3.0 x16,GDDR5,1626,528
AMD,Radeon R5 230,2014,1.024,64,625,667,PCIe 2.0 x16,DDR3,222,255
AMD,Radeon R5 A240,2014,2.0,128,730,900,PCIe 3.0 x8,DDR3,576,802
AMD,Radeon R5 A240,2014,1.024,64,1030,900,PCIe 3.0 x8,DDR3,576,802
AMD,Radeon R5 M230,2014,4.0,64,825,1000,PCIe 3.0 x8,DDR3,391,139
AMD,Radeon R5 M230,2014,4.0,64,780,1000,PCIe 3.0 x8,DDR3,391,139
AMD,Radeon R5 M240,2014,1.024,64,1000,900,PCIe 3.0 x8,DDR3,432,247
AMD,Radeon R5 M255,2014,1.024,128,925,1000,PCIe 3.0 x8,GDDR5,496,142
AMD,Radeon R7 250X,2014,1.024,128,950,1125,PCIe 3.0 x16,GDDR5,2269,637
AMD,Radeon R7 A265,2014,2.0,128,725,900,PCIe 3.0 x8,DDR3,955,737
AMD,Radeon R7 M260,2014,2.0,64,940,900,PCIe 3.0 x8,DDR3,452,117
AMD,Radeon R7 M265,2014,2.0,64,900,900,PCIe 3.0 x8,DDR3,576,170
AMD,Radeon R7 M265,2014,2.0,128,725,900,PCIe 3.0 x8,DDR3,576,170
AMD,Radeon R7 M270,2014,2.0,128,725,900,PCIe 3.0 x8,DDR3,734,167
AMD,Radeon R9 280,2014,3.0,384,827,1250,PCIe 3.0 x16,GDDR5,5668,679
AMD,Radeon R9 285,2014,2.0,256,918,1375,PCIe 3.0 x16,GDDR5,6680,597
AMD,Radeon R9 295X2,2014,4.0,512,1018,1250,PCIe 3.0 x16,GDDR5,8619,804
AMD,Radeon R9 M265X,2014,2.0,128,575,1000,PCIe 3.0 x16,GDDR5,929,212
AMD,Radeon R9 M275,2014,2.0,128,900,1000,PCIe 3.0 x16,GDDR5,1115,569
AMD,Radeon R9 M275X,2014,2.0,128,900,1125,PCIe 3.0 x16,GDDR5,1963,434
AMD,Radeon R9 M290X,2014,4.0,256,850,1200,PCIe 3.0 x16,GDDR5,3375,453
AMD,Radeon R9 M295X,2014,4.0,256,723,1250,MXM-B (3.0),GDDR5,5150,832
AMD,FirePro M4150,2013,1.024,128,715,1000,PCIe 3.0 x8,GDDR5,999,207
AMD,FirePro M5100,2013,2.0,128,725,1125,MXM-A (3.0),GDDR5,2103,800
AMD,FirePro M6100,2013,2.0,128,1075,1375,MXM-B (3.0),GDDR5,1945,338
AMD,FirePro R5000,2013,2.0,256,825,800,PCIe 3.0 x16,GDDR5,2647,625
NVIDIA,GeForce 705M,2013,1.024,64,738,900,PCIe 2.0 x16,DDR3,456,455
NVIDIA,GeForce 705M,2013,1.024,64,738,900,PCIe 2.0 x16,DDR3,456,455
NVIDIA,GeForce 710M,2013,1.024,64,719,900,PCIe 3.0 x8,DDR3,450,116
NVIDIA,GeForce 710M,2013,1.024,64,775,900,PCIe 2.0 x16,DDR3,450,116
NVIDIA,GeForce GT 710M,2013,1.024,64,775,900,PCIe 2.0 x16,DDR3,444,123
NVIDIA,GeForce GT 720M,2013,2.0,64,719,800,PCIe 2.0 x8,DDR3,467,116
NVIDIA,GeForce GT 720M,2013,2.0,64,775,800,PCIe 2.0 x16,DDR3,467,116
NVIDIA,GeForce GT 735M,2013,2.0,64,575,900,PCIe 3.0 x8,DDR3,594,131
NVIDIA,GeForce GT 740A,2013,2.0,64,980,900,PCIe 3.0 x8,DDR3,702,393
NVIDIA,GeForce GT 740M,2013,2.0,64,980,900,PCIe 3.0 x8,DDR3,779,143
NVIDIA,GeForce GT 740M,2013,2.0,128,810,901,PCIe 3.0 x16,DDR3,779,143
NVIDIA,GeForce GT 745A,2013,2.0,128,837,900,PCIe 3.0 x16,DDR3,1144,748
NVIDIA,GeForce GT 745M,2013,2.0,128,837,900,PCIe 3.0 x16,DDR3,1055,172
NVIDIA,GeForce GT 745M,2013,2.0,128,549,1000,PCIe 3.0 x16,GDDR5,1055,172
NVIDIA,GeForce GT 750M,2013,2.0,128,941,1003,PCIe 3.0 x16,GDDR5,1313,239
NVIDIA,GeForce GT 755M,2013,2.0,128,980,1350,PCIe 3.0 x16,GDDR5,1610,306
NVIDIA,GeForce GT 820M,2013,1.024,64,775,900,PCIe 2.0 x16,DDR3,627,153
NVIDIA,GeForce GTX 650,2013,1.024,128,1058,1250,PCIe 3.0 x16,GDDR5,1769,346
NVIDIA,GeForce GTX 650,2012,1.024,128,1058,1250,PCIe 3.0 x16,GDDR5,1769,346
NVIDIA,GeForce GTX 760,2013,2.0,256,980,1502,PCIe 3.0 x16,GDDR5,4775,523
NVIDIA,GeForce GTX 760 Ti OEM,2013,2.0,256,915,1502,PCIe 3.0 x16,GDDR5,5427,694
NVIDIA,GeForce GTX 760M,2013,2.0,128,628,1002,PCIe 3.0 x16,GDDR5,1691,240
NVIDIA,GeForce GTX 765M,2013,2.0,128,797,1002,MXM-B (3.0),GDDR5,1972,277
NVIDIA,GeForce GTX 770,2013,2.0,256,1046,1753,PCIe 3.0 x16,GDDR5,5892,551
NVIDIA,GeForce GTX 770M,2013,3.0,192,706,1002,MXM-B (3.0),GDDR5,2786,327
NVIDIA,GeForce GTX 780,2013,3.0,384,863,1502,PCIe 3.0 x16,GDDR5,8022,601
NVIDIA,GeForce GTX 780 Ti,2013,3.0,384,875,1753,PCIe 3.0 x16,GDDR5,9312,626
NVIDIA,GeForce GTX 780M,2013,4.0,256,771,1250,MXM-B (3.0),GDDR5,3755,386
NVIDIA,GRID K1,2013,4.0,128,850,891,PCIe 3.0 x16,DDR3,811,463
NVIDIA,GRID K140Q,2013,1.024,128,850,891,PCIe 3.0 x16,DDR3,728,457
NVIDIA,GRID K160Q,2013,1.024,128,850,891,PCIe 3.0 x16,DDR3,628,262
NVIDIA,GRID K180Q,2013,1.024,128,850,891,PCIe 3.0 x16,DDR3,534,113
NVIDIA,GRID K2,2013,4.0,256,745,1250,PCIe 3.0 x16,GDDR5,2737,319
NVIDIA,GRID K240Q,2013,1.024,256,745,1250,PCIe 3.0 x16,GDDR5,2541,212
NVIDIA,GRID K260Q,2013,2.0,256,745,1250,PCIe 3.0 x16,GDDR5,2949,361
NVIDIA,GRID K280Q,2013,4.0,256,745,1250,PCIe 3.0 x16,GDDR5,2840,371
NVIDIA,GRID K520,2013,4.0,256,745,1250,PCIe 3.0 x16,GDDR5,3399,174
NVIDIA,NVS 315,2013,1.024,64,523,875,PCIe 2.0 x16,DDR3,286,187
NVIDIA,Quadro K1100M,2013,2.0,128,706,700,MXM-A (3.0),GDDR5,1082,250
NVIDIA,Quadro K2000,2013,2.0,128,954,1000,PCIe 2.0 x16,GDDR5,1567,371
NVIDIA,Quadro K2000D,2013,2.0,128,954,1000,PCIe 2.0 x16,GDDR5,1614,396
NVIDIA,Quadro K2100M,2013,2.0,128,667,752,MXM-A (3.0),GDDR5,1348,281
NVIDIA,Quadro K3100M,2013,4.0,256,706,800,MXM-B (3.0),GDDR5,2263,327
NVIDIA,Quadro K4000,2013,3.0,192,810,1404,PCIe 2.0 x16,GDDR5,2700,419
NVIDIA,Quadro K4100M,2013,4.0,256,706,800,MXM-B (3.0),GDDR5,2756,352
NVIDIA,Quadro K5100M,2013,8.0,256,771,900,MXM-B (3.0),GDDR5,3266,418
NVIDIA,Quadro K510M,2013,1.024,64,889,600,MXM-A (3.0),GDDR5,610,550
NVIDIA,Quadro K600,2013,1.024,128,876,891,PCIe 2.0 x16,DDR3,769,263
NVIDIA,Quadro K6000,2013,12.0,384,797,1502,PCIe 3.0 x16,GDDR5,8108,556
NVIDIA,Quadro K610M,2013,1.024,64,980,650,MXM-A (3.0),GDDR5,708,239
AMD,Radeon HD 7690M XT,2013,2.0,128,725,900,PCIe 2.0 x16,GDDR5,1009,552
AMD,Radeon HD 7730,2013,1.024,128,800,1125,PCIe 3.0 x16,GDDR5,1217,402
AMD,Radeon HD 7790,2013,1.024,128,1000,1500,PCIe 3.0 x16,GDDR5,3090,459
AMD,Radeon HD 7990,2013,3.0,384,950,1500,PCIe 3.0 x16,GDDR5,5566,766
AMD,Radeon HD 8570M,2013,1.024,64,750,1000,PCIe 3.0 x8,DDR3,422,164
AMD,Radeon HD 8670M,2013,1.024,64,775,900,PCIe 3.0 x8,DDR3,520,488
AMD,Radeon HD 8670M,2013,1.024,64,925,1000,PCIe 3.0 x8,DDR3,520,488
AMD,Radeon HD 8690M,2013,1.024,64,775,1000,PCIe 3.0 x8,GDDR5,984,768
AMD,Radeon HD 8730M,2013,2.0,128,650,900,PCIe 3.0 x8,DDR3,659,186
AMD,Radeon HD 8750M,2013,1.024,128,620,1000,PCIe 3.0 x8,GDDR5,860,212
AMD,Radeon HD 8790M,2013,2.0,128,850,1000,MXM-A (3.0),GDDR5,1306,751
AMD,Radeon HD 8850M,2013,2.0,128,575,1000,PCIe 3.0 x16,DDR3,973,502
AMD,Radeon HD 8870M,2013,2.0,128,725,1125,PCIe 3.0 x16,GDDR5,1638,629
AMD,Radeon HD 8970M,2013,4.0,256,850,1200,PCIe 3.0 x16,GDDR5,3876,807
AMD,Radeon R7 240,2013,2.0,128,730,900,PCIe 3.0 x8,DDR3,863,258
AMD,Radeon R7 240,2013,2.0,128,650,1150,PCIe 3.0 x8,GDDR5,863,258
AMD,Radeon R7 250,2013,1.024,128,925,900,PCIe 3.0 x16,DDR3,1151,296
AMD,Radeon R7 250,2013,1.024,128,700,900,PCIe 3.0 x16,DDR3,1151,296
AMD,Radeon R7 250,2013,1.024,128,1000,1150,PCIe 3.0 x8,GDDR5,1151,296
AMD,Radeon R7 260,2013,2.0,128,1000,1500,PCIe 3.0 x16,GDDR5,2892,559
AMD,Radeon R7 260X,2013,2.0,128,1100,1625,PCIe 3.0 x16,GDDR5,3147,506
AMD,Radeon R9 270,2013,2.0,256,900,1400,PCIe 3.0 x16,GDDR5,4306,567
AMD,Radeon R9 270X,2013,2.0,256,1000,1400,PCIe 3.0 x16,GDDR5,4923,607
AMD,Radeon R9 280X,2013,3.0,384,850,1500,PCIe 3.0 x16,GDDR5,6284,692
AMD,Radeon R9 290,2013,4.0,512,947,1250,PCIe 3.0 x16,GDDR5,8409,789
AMD,Radeon R9 290X,2013,4.0,512,1000,1250,PCIe 3.0 x16,GDDR5,8794,787
AMD,Radeon Sky 500,2013,4.0,256,950,1200,PCIe 3.0 x16,GDDR5,4736,551
NVIDIA,Tesla K20m,2013,5.0,320,706,1300,PCIe 2.0 x16,GDDR5,5675,377
NVIDIA,Tesla K40m,2013,12.0,384,745,1502,PCIe 3.0 x16,GDDR5,705,21
AMD,FirePro M2000,2012,1.024,64,500,800,PCIe 2.0 x16,GDDR5,406,206
AMD,FirePro M4000,2012,1.024,128,675,1000,MXM-A (3.0),GDDR5,1597,410
AMD,FirePro M6000,2012,2.0,128,800,1000,MXM-B (3.0),GDDR5,1820,776
AMD,FirePro S10000,2012,3.0,384,825,1250,PCIe 3.0 x16,GDDR5,5315,493
AMD,FirePro S7000,2012,4.0,256,950,1200,PCIe 3.0 x16,GDDR5,4166,615
AMD,FirePro S9000,2012,6.0,384,900,1375,PCIe 3.0 x16,GDDR5,5059,561
AMD,FirePro V3900,2012,1.024,128,650,900,PCIe 2.0 x16,GDDR3,662,242
AMD,FirePro W5000,2012,2.0,256,825,800,PCIe 3.0 x16,GDDR5,3056,587
AMD,FirePro W600,2012,2.0,128,750,1000,PCIe 3.0 x16,GDDR5,1752,631
AMD,FirePro W7000,2012,4.0,256,950,1200,PCIe 3.0 x16,GDDR5,4276,551
AMD,FirePro W8000,2012,4.0,256,900,1375,PCIe 3.0 x16,GDDR5,4138,570
AMD,FirePro W9000,2012,6.0,384,975,1375,PCIe 3.0 x16,GDDR5,6138,720
NVIDIA,GeForce 615,2012,1.024,128,660,900,PCIe 2.0 x16,DDR3,552,412
NVIDIA,GeForce GT 555M,2012,2.0,128,675,900,PCIe 2.0 x16,DDR3,688,124
NVIDIA,GeForce GT 555M,2011,1.536,192,590,900,PCIe 2.0 x16,DDR3,688,124
NVIDIA,GeForce GT 555M,2011,1.024,128,590,900,PCIe 2.0 x16,DDR3,688,124
NVIDIA,GeForce GT 555M,2011,1.024,128,525,900,PCIe 2.0 x16,DDR3,688,124
NVIDIA,GeForce GT 555M,2011,1.024,128,753,784,PCIe 2.0 x16,GDDR5,688,124
NVIDIA,GeForce GT 610,2012,1.024,64,810,898,PCIe 2.0 x16,DDR3,303,127
NVIDIA,GeForce GT 620,2012,1.024,64,700,900,PCIe 2.0 x16,DDR3,365,162
NVIDIA,GeForce GT 620M,2012,1.024,64,625,900,PCIe 2.0 x16,DDR3,431,129
NVIDIA,GeForce GT 620M,2012,1.024,128,660,900,PCIe 2.0 x16,DDR3,431,129
NVIDIA,GeForce GT 625M,2012,2.0,64,625,900,PCIe 2.0 x16,DDR3,435,210
NVIDIA,GeForce GT 630,2012,1.024,128,810,900,PCIe 2.0 x16,DDR3,683,208
NVIDIA,GeForce GT 630M,2012,2.0,128,800,900,MXM-A (3.0),GDDR5,549,151
NVIDIA,GeForce GT 630M,2012,1.024,64,660,900,MXM-A (3.0),DDR3,549,151
NVIDIA,GeForce GT 630M,2012,1.024,64,660,900,MXM-A (3.0),DDR3,549,151
NVIDIA,GeForce GT 635M,2012,2.0,128,675,900,PCIe 2.0 x16,DDR3,563,173
NVIDIA,GeForce GT 635M,2012,2.0,128,650,900,PCIe 2.0 x16,DDR3,563,173
NVIDIA,GeForce GT 635M,2012,1.024,64,660,900,MXM-A (3.0),DDR3,563,173
NVIDIA,GeForce GT 635M,2012,1.024,128,660,900,PCIe 2.0 x16,DDR3,563,173
NVIDIA,GeForce GT 640,2012,2.0,128,902,891,PCIe 3.0 x16,DDR3,1182,285
NVIDIA,GeForce GT 640M,2012,2.0,128,625,900,PCIe 3.0 x16,DDR3,907,183
NVIDIA,GeForce GT 640M LE,2012,2.0,128,753,785,PCIe 2.0 x16,GDDR5,673,166
NVIDIA,GeForce GT 640M LE,2012,1.024,128,500,900,PCIe 3.0 x16,DDR3,673,166
NVIDIA,GeForce GT 645M,2012,2.0,128,709,900,PCIe 3.0 x16,DDR3,958,170
NVIDIA,GeForce GT 650M,2012,1.024,128,835,900,PCIe 3.0 x16,DDR3,1199,233
NVIDIA,GeForce GTX 560 SE,2012,1.024,192,736,957,PCIe 2.0 x16,GDDR5,2087,413
NVIDIA,GeForce GTX 650 Ti,2012,1.024,128,928,1350,PCIe 3.0 x16,GDDR5,2527,400
NVIDIA,GeForce GTX 660,2012,2.0,192,980,1502,PCIe 3.0 x16,GDDR5,4004,476
NVIDIA,GeForce GTX 660 Ti,2012,2.0,192,915,1502,PCIe 3.0 x16,GDDR5,4367,449
NVIDIA,GeForce GTX 660M,2012,1.024,128,835,1000,MXM-B (3.0),GDDR5,1414,271
NVIDIA,GeForce GTX 670,2012,2.0,256,915,1502,PCIe 3.0 x16,GDDR5,5304,523
NVIDIA,GeForce GTX 670M,2012,1.536,192,598,750,MXM-B (3.0),GDDR5,1775,321
NVIDIA,GeForce GTX 670MX,2012,3.0,192,601,700,PCIe 3.0 x16,GDDR5,1906,335
NVIDIA,GeForce GTX 675M,2012,2.0,256,620,750,MXM-B (3.0),GDDR5,1934,326
NVIDIA,GeForce GTX 675MX,2012,2.0,256,654,900,MXM-B (3.0),GDDR5,2338,377
NVIDIA,GeForce GTX 680,2012,2.0,256,1006,1502,PCIe 3.0 x16,GDDR5,5535,528
NVIDIA,GeForce GTX 680M,2012,4.0,256,719,900,MXM-B (3.0),GDDR5,3077,348
NVIDIA,GeForce GTX 690,2012,2.0,256,915,1502,PCIe 3.0 x16,GDDR5,5654,458
NVIDIA,NVS 310,2012,0.512,64,523,875,PCIe 2.0 x16,DDR3,242,179
NVIDIA,NVS 510,2012,2.0,128,797,891,PCIe 2.0 x16,DDR3,730,276
NVIDIA,NVS 5200M,2012,1.024,64,625,900,MXM,DDR3,534,193
NVIDIA,NVS 5200M,2012,1.024,64,672,785,MXM,GDDR5,534,193
NVIDIA,NVS 5400M,2012,2.0,128,660,900,MXM,GDDR3,635,184
NVIDIA,Quadro 410,2012,0.512,64,706,891,PCIe 2.0 x16,DDR3,436,218
NVIDIA,Quadro 7000,2012,6.0,384,651,851,PCIe 2.0 x16,GDDR5,3505,397
NVIDIA,Quadro K1000M,2012,2.0,128,850,900,MXM-A (3.0),DDR3,773,244
NVIDIA,Quadro K2000M,2012,2.0,128,745,900,MXM-A (3.0),DDR3,1027,256
NVIDIA,Quadro K3000M,2012,2.0,256,654,700,MXM-B (3.0),GDDR5,1626,360
NVIDIA,Quadro K4000M,2012,4.0,256,601,700,MXM-B (3.0),GDDR5,1949,351
NVIDIA,Quadro K5000,2012,4.0,256,706,1350,PCIe 2.0 x16,GDDR5,3901,435
NVIDIA,Quadro K5000M,2012,4.0,256,601,750,MXM-B (3.0),GDDR5,2754,363
NVIDIA,Quadro K500M,2012,1.024,64,850,800,MXM-A (3.0),DDR3,480,184
AMD,Radeon HD 7450A,2012,0.512,64,625,800,MXM-A (3.0),GDDR3,288,385
AMD,Radeon HD 7450M,2012,1.024,64,700,900,PCIe 2.0 x16,DDR3,330,441
AMD,Radeon HD 7470M,2012,1.024,64,750,900,PCIe 2.0 x16,DDR3,408,393
AMD,Radeon HD 7550M,2012,1.024,128,500,900,PCIe 2.0 x16,DDR3,465,403
AMD,Radeon HD 7550M,2012,1.024,64,450,900,PCIe 2.0 x16,DDR3,465,403
AMD,Radeon HD 7570,2012,1.024,128,650,800,PCIe 2.0 x16,GDDR3,613,265
AMD,Radeon HD 7570M,2012,1.024,64,500,800,PCIe 2.0 x16,GDDR5,445,197
AMD,Radeon HD 7610M,2012,1.024,128,450,800,PCIe 2.0 x16,GDDR3,632,479
AMD,Radeon HD 7650A,2012,1.024,128,600,900,MXM-A (3.0),DDR3,564,311
AMD,Radeon HD 7650M,2012,1.024,128,450,800,PCIe 2.0 x16,DDR3,451,69
AMD,Radeon HD 7670A,2012,1.024,128,600,1000,MXM-A (3.0),GDDR5,1050,702
AMD,Radeon HD 7670M,2012,1.024,128,600,900,PCIe 2.0 x16,DDR3,485,123
AMD,Radeon HD 7730M,2012,2.0,128,575,900,PCIe 2.0 x16,DDR3,634,218
AMD,Radeon HD 7750,2012,1.024,128,800,1125,PCIe 3.0 x16,GDDR5,1696,398
AMD,Radeon HD 7750M,2012,2.0,128,575,1000,PCIe 2.0 x16,GDDR5,1191,693
AMD,Radeon HD 7850,2012,2.0,256,860,1200,PCIe 3.0 x16,GDDR5,3826,550
AMD,Radeon HD 7850M,2012,2.0,128,675,1000,PCIe 3.0 x16,GDDR5,1373,566
AMD,Radeon HD 7870 XT,2012,2.0,256,925,1500,PCIe 3.0 x16,GDDR5,4470,661
AMD,Radeon HD 7870M,2012,2.0,128,800,1000,PCIe 3.0 x16,GDDR5,1507,556
AMD,Radeon HD 7970M,2012,2.0,256,850,1200,MXM-B (3.0),GDDR5,3774,541
NVIDIA,Tesla K20Xm,2012,6.0,384,732,1300,PCIe 3.0 x16,GDDR5,5428,329
AMD,FirePro 2270,2011,0.512,64,600,600,PCIe 2.0 x16,GDDR3,147,195
AMD,FirePro M5950,2011,1.024,128,725,900,MXM-A (3.0),GDDR5,1314,574
AMD,FirePro V4900,2011,1.024,128,800,1000,PCIe 2.0 x16,GDDR5,974,318
AMD,FirePro V5900,2011,2.0,256,600,500,PCIe 2.0 x16,GDDR5,1271,352
AMD,FirePro V7900,2011,2.0,256,725,1250,PCIe 2.0 x16,GDDR5,2310,324
NVIDIA,GeForce 315M,2011,0.512,64,606,800,PCIe 2.0 x16,GDDR3,116,52
NVIDIA,GeForce 410M,2011,0.512,64,574,800,PCIe 2.0 x16,DDR3,250,129
NVIDIA,GeForce 610M,2011,1.024,64,738,900,PCIe 2.0 x16,DDR3,292,103
NVIDIA,GeForce 610M,2011,1.024,64,672,800,PCIe 2.0 x16,DDR3,292,103
NVIDIA,GeForce 610M,2011,1.024,64,625,900,PCIe 2.0 x16,DDR3,292,103
NVIDIA,GeForce GT 435M,2011,1.024,128,590,800,PCIe 2.0 x16,DDR3,521,208
NVIDIA,GeForce GT 435M,2010,2.0,128,650,800,PCIe 2.0 x16,DDR3,521,208
NVIDIA,GeForce GT 440,2011,1.024,128,810,900,PCIe 2.0 x16,DDR3,766,238
NVIDIA,GeForce GT 520,2011,1.024,64,810,900,PCIe 2.0 x16,DDR3,297,126
NVIDIA,GeForce GT 520M,2011,1.024,64,740,800,PCIe 2.0 x16,DDR3,288,74
NVIDIA,GeForce GT 520M,2011,1.024,64,672,800,PCIe 2.0 x16,DDR3,288,74
NVIDIA,GeForce GT 520MX,2011,1.024,64,900,900,PCIe 2.0 x16,DDR3,293,56
NVIDIA,GeForce GT 525M,2011,1.024,128,600,900,PCIe 2.0 x16,DDR3,460,95
NVIDIA,GeForce GT 540M,2011,1.024,128,672,900,MXM-A (3.0),DDR3,493,86
NVIDIA,GeForce GT 545,2011,1.536,192,720,800,PCIe 2.0 x16,DDR3,1096,342
NVIDIA,GeForce GT 550M,2011,1.024,128,740,900,PCIe 2.0 x16,DDR3,580,126
NVIDIA,GeForce GTX 460 v2,2011,1.024,192,779,1002,PCIe 2.0 x16,GDDR5,2005,459
NVIDIA,GeForce GTX 485M,2011,2.0,256,575,750,MXM-B (3.0),GDDR5,2360,479
NVIDIA,GeForce GTX 550 Ti,2011,1.024,192,900,1026,PCIe 2.0 x16,GDDR5,1557,363
NVIDIA,GeForce GTX 560,2011,1.024,256,810,1000,PCIe 2.0 x16,GDDR5,2711,418
